Matricule,AUT (h),Jours travaillés,Heures travaillées,Heures SUP 75%,Heures SUP SAMEDI,HEURE SUP DIMANCHE,Missions (h),Formations (h),Congés payés (h),MALADIE,Maternité,DECES 3J,NAISSANCE2/DECES2,Sanctions,mariage,Absence autorisée rémunérée,Congé sans solde,RCJ/RCA,Accidents,ABSENCE NON JUSTIFIE,Circoncision enfant,Service,Sous service,Section analytique,Site courant,Direction,Emploi type,Sexe du salarié
00007,,17.74,156.15,,,,,,9,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,DIR-INDUS,KAL,INDUS,MOI,Masculin
00013,,17.72,145.9,,,,,,15.5,,,,,,,,,,,,,DIR. GENERALE,DIRECTION GENERALE,DG,LAC,GA,,Féminin
00041,,18.75,166.46,,,,,,,,,,,,,,,9,,,,DIR. LOGISTIQUE,MAGASINS,WAREHOUSE,KAL,INDUS,MAG,Masculin
00042,,17.73,149.96,,,,,,15.5,,,,,,,,,,,,,DIR. ADMIN ET FINANCIERE ,PAIE ET CAISSE,DAF,KAL,GA,,Féminin
00075,,18.74,165.28,,,,,,,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,DIR-INDUS,KAL,INDUS,MOI,Féminin
00086,2,17.08,142.2,,,,,,12.25,,,,,,,,,,,,,DIR. MANAGEMENT QUALITE,CONTROLE QUALITE,CQ,KAL,INDUS,,Féminin
00096,,17.23,153.65,,,,,,13.5,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,DIR-INDUS,KAL,INDUS,MOI,Masculin
00107,0.5,18,159.65,,,,,,6.5,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Masculin
00112,,18,149.5,,,,,,15.5,,,,,,,,,,,,,DIR. DES OPERATIONS,VISITE MEDICALE,LINE_12,LAC,FOE,FF-MANAGER,Masculin
00120,,20,162.5,,,,,,,,,,,,,,,,,,,DIR. ADMIN ET FINANCIERE ,DIRECTION ADMIN. ET FINANC.,DAF,KAL,GA,DIRECTEUR,Masculin
00210,,17.75,151.07,,,,,,15.5,,,,,,,,,,,,,DIR. MANAGEMENT QUALITE,ASSURANCE QUALITE,MQU,KAL,INDUS,,Féminin
00221,2,16.41,143.38,,,,9,,6.5,,,,,,,,,9,,,,DIR. MANAGEMENT QUALITE,CONTROLE QUALITE,CQ,KAL,INDUS,,Féminin
00230,0.5,18.75,158.8,,,,,,9,,,,,,,,,,,,,DIR. ADMIN ET FINANCIERE ,COMPTABILITE,DAF,KAL,GA,,Masculin
00259,,20,162.5,,,,,,,,,,,,,,,,,,,DIR. INTERNATIONAL SALES,MARKETING,SHO-EXPORT,LAC,SHO,SA-MANAGER,Masculin
00294,,15.74,142.01,,,,,,24.5,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Masculin
00300,,6.85,62.56,,,,,,,145.862068965,,,,,,,9,,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00303,4,18.43,162.59,,,,,,,,,,,,,,,9,,,,DIR. MANAGEMENT QUALITE,ASSURANCE QUALITE,MQU,KAL,INDUS,,Féminin
00304,,18.74,164.87,,,,,,,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00307,2,18.52,163.56,,,,,,,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00327,2,17.75,157.73,,,,,,9,,,,,,,,,9,,,,DIR. LOGISTIQUE,MAGASINS,WAREHOUSE,KAL,INDUS,,Féminin
00329,,15.75,144.03,,9,,,,9,,,,,,,,,9,,,,DIR. LOGISTIQUE,MAGASINS,WAREHOUSE,KAL,INDUS,MAG,Masculin
00332,,17.72,157.38,2.25,,,,,6.5,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Masculin
00361,,11.81,108.61,,,,58.5,,,,,,,,,,,9,,,,DIR. ADMIN ET FINANCIERE ,ADMINISTRATION,AFF-JUR,KAL,GA,,Féminin
00372,1,17.89,158.11,,,,,,9,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00386,,17.29,150.13,,,,9,,11,,,,,,,,,,,,,DIR. DES OPERATIONS,MARKETING,SHO,LAC,SHO,,Féminin
00396,2,18.34,151.85,,,,4.5,,9,,,,,,,,,,,,,DIR. MANAGEMENT QUALITE,ASSURANCE QUALITE,MQU,KAL,INDUS,,Féminin
00399,,18.75,156.95,,,,,,9,,,,,,,,,,,,,DIR. MANAGEMENT QUALITE,CONTROLE QUALITE,COND-IIAIR,KAL,INDUS,,Féminin
00402,,17,140.5,,,,,,24.5,,,,,,,,,,,,,DIR. DES OPERATIONS,VISITE MEDICALE,LINE_08,LAC,FOE,SUP-MEDICA,Masculin
00417,,16,145.57,,,,,,15.5,,,,,,,,6.5,9,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Féminin
00419,2,12.78,122.96,,,,,,,,,,,,,,39,9,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00420,,14,111,,,,36,,18,,,,,,,,,,,,,DIR. DES OPERATIONS,MARKETING,MKTNG-COM,LAC,SHO,,Masculin
00421,,16,127,,,,36,,,,,,,,,,,,,,,DIR. INDUSTRIELLE,PRODUCTION,DIR-INDUS,KAL,INDUS,MOI,Féminin
00453,,18.74,165.67,,,,,,,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00469,1,17.16,141.6,,,,,,22.5,,,,,,,,,,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Masculin
00480,0.5,18.66,175.15,10,,,,,,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Masculin
00482,3,18.36,161.62,,,,,,,,,,,,,,,9,,,,DIR. INDUSTRIELLE,PRODUCTION,COND-IIAIR,KAL,INDUS,MOD,Féminin
00514,,20,162.5,,,,,,,,,,,,,,,,,,,DIR. LOGISTIQUE,IMPORT/EXPORT,LOGISTIQUE,KAL,INDUS,MAG,Masculin
00530,0.5,16.66,141.55,,,,,,22,,,,,,,,,,,,,DIR. INDUSTRIELLE,PRODUCTION,FABRIQUANT,KAL,INDUS,MOD,Masculin
