00419,21.97,2/4/2003,245.50,1948.01,75.155,,,,92.351,7.000,,,INDUS,011,28,COND-IIAIR,KAL,MOD
00420,21.72,5/5/2003,264.00,1997.50,569.124,,,,,,,,SHO,013,24,MKTNG-COM,LAC,
00421,21.89,3/3/2003,264.00,1957.90,599.244,,,,,,,,INDUS,011,28,DIR-INDUS,KAL,MOI
00453,21.39,9/1/2003,261.00,2072.95,79.760,,,,108.883,8.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
00469,21.10,12/16/2003,262.50,1822.00,124.084,,181.622,9.000,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00480,21.05,1/5/2004,264.00,2155.20,97.412,,1063.278,69.750,139.507,7.750,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00482,21.04,1/6/2004,254.00,2035.82,66.810,,,,,,,,INDUS,011,28,COND-IIAIR,KAL,MOD
00514,20.66,5/24/2004,264.00,2229.00,187.512,,,,,,,,INDUS,004,18,LOGISTIQUE,KAL,MAG
00530,12.97,1/23/2012,260.00,2061.06,119.386,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00574,16.07,12/22/2008,264.00,2076.00,632.744,,,,,,,,INDUS,004,26,LOGISTIQUE,KAL,DIRECTEUR
00621,19.28,10/10/2005,44.00,2142.50,14.344,,,,,,,,INDUS,009,33,LOGISTIQUE,KAL,
00621,19.28,10/10/2005,220.00,2142.50,79.688,,,,,,,,INDUS,004,16,LOGISTIQUE,KAL,
00669,18.18,4/3/2006,105.00,753.50,68.975,,,,,,,,FOE,013,9,LINE_04,LAC,VISIT-MEDI
00676,18.70,5/9/2006,264.00,2109.77,69.444,,,,157.019,12.250,,,INDUS,014,13,PRT,KAL,
00677,16.24,10/21/2008,264.00,2148.98,56.140,,363.105,40.000,218.758,21.750,,,INDUS,011,31,EHS,KAL,EHS-MOI
00712,18.39,8/29/2006,247.50,1495.68,76.805,,,,,,,,INDUS,004,15,WAREHOUSE,KAL,RMG
00717,18.41,8/21/2006,170.59,1222.27,59.148,,,,,,,,INDUS,009,32,CQ,KAL,ANA
00718,18.41,8/21/2006,260.00,1872.98,217.394,,,,,,,,GA,002,8,LOGISTIQUE,LAC,
00718,18.41,8/21/2006,,1872.98,,,,,,,,,INDUS,004,26,LOGISTIQUE,LAC,
00759,18.01,1/15/2007,264.00,2047.60,82.920,,46.662,3.500,925.454,62.250,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00804,17.58,6/21/2007,257.00,2030.84,46.578,,26.713,3.500,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
00817,17.22,10/29/2007,258.00,2048.73,78.837,,42.387,3.250,431.985,30.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
00832,17.24,10/24/2007,264.00,2046.57,53.980,,,,48.094,5.500,,,INDUS,011,31,EHS,KAL,EHS-MOI
00833,17.24,10/21/2007,258.00,1945.15,70.974,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
00851,16.49,7/21/2008,264.00,2110.60,69.120,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
00856,17.00,1/18/2008,250.00,2015.89,101.988,,807.736,47.000,229.625,11.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00859,17.00,1/17/2008,261.50,2064.72,109.017,,414.343,23.500,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00895,16.71,5/2/2008,262.00,2116.20,85.726,,92.151,7.000,,,,,INDUS,004,15,WAREHOUSE,KAL,MAG
00902,16.68,5/12/2008,132.50,1011.77,24.895,,,,55.126,6.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
00927,16.51,7/16/2008,263.50,2071.39,51.104,,8.225,1.000,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
00954,16.40,8/25/2008,258.50,2001.39,102.942,,,,308.409,16.500,,,INDUS,009,32,CQ,KAL,
00957,16.16,11/19/2008,263.00,2060.48,98.526,,,,1421.614,80.000,,,INDUS,011,30,MNT,KAL,MAINT-MOI
00961,16.16,11/20/2008,263.50,2089.30,96.942,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
00964,16.25,10/16/2008,215.50,2165.07,72.335,,1131.177,82.750,303.495,20.750,,,INDUS,009,32,CQ,KAL,
00964,16.25,10/16/2008,44.00,2165.07,15.478,,144.470,10.000,,,,,INDUS,011,28,CQ,KAL,MOD
00964,16.25,10/16/2008,,2165.07,,,,,,,,,INDUS,009,32,CQ,KAL,CCQ
00966,16.26,10/15/2008,264.00,2095.70,64.100,,33.300,3.250,,,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01002,15.97,1/27/2009,264.00,2076.50,210.248,,,,,,,,FOE,013,9,LINE_06,LAC,DELEGUE
01004,15.97,1/26/2009,264.00,1995.50,236.444,,,,,,,,FOE,013,9,LINE_04,LAC,
01010,15.96,1/29/2009,256.00,2053.08,68.399,,,,,,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01030,15.77,4/9/2009,262.00,1799.15,72.920,,109.335,9.750,1185.766,91.000,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01033,15.75,4/17/2009,262.00,1959.50,207.313,,,,,,,,FOE,013,9,LINE_07,LAC,VISIT-MEDI
01045,15.70,5/6/2009,263.50,2091.53,51.730,,,,208.433,22.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01046,15.70,5/6/2009,236.50,1897.12,43.512,,23.310,3.000,280.711,32.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01065,15.63,6/1/2009,264.00,2191.09,726.264,,,,,,,,RD,005,11,BUSDEV,KAL,
01077,4.08,12/7/2020,233.00,2032.30,35.799,,77.866,12.000,66.458,8.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01077,4.08,12/7/2020,22.00,2032.30,3.665,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01089,15.41,8/19/2009,262.00,2129.44,46.718,,41.430,5.500,530.988,63.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01105,15.24,10/19/2009,261.50,2090.90,73.786,,24.116,2.000,971.192,73.250,,,INDUS,004,15,WAREHOUSE,KAL,MAG
01116,6.67,2/26/2018,156.50,1116.47,23.291,,,,92.047,14.000,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01120,15.18,11/11/2009,256.50,2022.39,47.457,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01123,14.61,11/25/2009,132.00,863.97,60.900,,,,,,,,RD,005,11,DEVAMM,KAL,
01127,11.21,10/28/2013,32.55,955.90,38.655,,,,,,,,GA,007,25,ITM,KAL,
01127,11.21,10/28/2013,127.32,955.90,158.042,,,,,,,,GA,007,25,ITM,KAL,
01129,15.05,12/29/2009,263.00,2122.51,80.158,,,,275.222,19.250,,,INDUS,004,15,WAREHOUSE,KAL,MAG
01135,15.00,1/14/2010,263.00,2197.71,46.779,,22.830,3.000,677.995,80.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01137,15.03,1/4/2010,264.00,1995.50,224.584,,,,,,,,FOE,013,9,LINE_02,LAC,DELEGUE
01141,15.03,1/4/2010,154.00,1982.50,104.855,,,,,,,,FOE,013,9,LINE_04,LAC,VISIT-MEDI
01141,15.03,1/4/2010,110.00,1982.50,79.325,,,,,,,,FOE,013,9,LINE_04,LAC,VISIT-MEDI
01160,14.97,1/25/2010,264.00,2004.50,213.748,,,,,,,,FOE,013,9,LINE_02,LAC,DELEGUE
01181,14.79,4/2/2010,257.00,2012.79,47.804,,,,80.855,9.000,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01198,14.65,5/21/2010,254.00,2077.92,41.792,,,,233.250,30.000,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01204,14.65,5/24/2010,264.00,1881.17,201.496,,,,,,,,GA,002,5,DAF,KAL,
01207,14.58,6/16/2010,263.00,1942.21,101.515,,,,348.738,18.750,,,INDUS,004,15,WAREHOUSE,KAL,RMG
01224,14.54,6/30/2010,261.50,2041.99,80.050,,39.206,3.000,123.218,8.250,,,INDUS,004,15,WAREHOUSE,KAL,MAG
01239,14.44,7/27/2010,263.00,1993.50,218.238,,,,,,,,FOE,013,9,LINE_04,LAC,
01240,14.47,7/27/2010,44.00,1868.98,40.672,,,,,,,,GA,003,7,LOGISTIQUE,KAL,
01240,14.47,7/27/2010,219.50,1868.98,228.346,,,,,,,,INDUS,004,16,LOGISTIQUE,KAL,
01250,13.95,2/1/2011,206.00,1606.09,64.029,,88.746,6.750,157.770,10.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01253,14.45,8/4/2010,264.00,2147.77,48.608,,91.374,11.750,575.385,67.000,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01272,14.34,9/14/2010,264.00,2045.00,97.352,,,,,,,,GA,002,5,DAF,KAL,
01276,14.33,9/16/2010,255.00,1968.77,46.852,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
01279,13.95,2/1/2011,262.50,2060.60,52.735,,,,67.084,7.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01286,14.28,10/4/2010,140.00,1013.70,23.136,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01293,14.24,10/18/2010,255.00,2014.47,81.707,,27.338,2.000,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01311,13.95,2/1/2011,44.00,1313.03,18.878,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
01311,13.95,2/1/2011,166.00,1313.03,77.959,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
01317,14.14,11/24/2010,263.00,2113.21,64.855,,355.676,35.250,518.730,44.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01319,14.13,11/29/2010,258.50,2047.50,48.282,,,,,,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01334,14.03,1/3/2011,264.00,2125.50,409.804,,,,,,,,RD,006,27,AFF-REG,LAC,DIRECTEUR
01336,14.02,1/6/2011,263.50,2172.52,104.323,,,,755.209,39.750,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01351,13.98,1/21/2011,262.00,2110.52,83.267,,823.054,62.250,126.959,9.000,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01354,13.95,2/1/2011,219.00,1629.23,42.652,,12.591,1.500,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01355,13.95,2/1/2011,243.50,1889.20,49.181,,,,56.691,6.500,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01378,13.88,3/1/2011,262.00,2940.89,58.034,,,,983.583,95.240,,,INDUS,011,31,EHS,KAL,EHS-MOI
01379,13.88,3/1/2011,264.00,2728.53,59.024,,,,924.216,88.710,,,INDUS,011,31,EHS,KAL,EHS-MOI
01385,1.35,8/28/2023,2.00,679.84,0.201,,,,,,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01385,0.54,2/5/2024,90.50,679.84,9.273,,,,60.951,12.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01392,13.82,3/21/2011,263.00,1595.65,206.133,,,,,,,,GA,008,191,GRH,KAL,
01448,13.34,9/13/2011,258.00,2105.40,45.141,,33.462,4.500,370.892,45.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01452,12.47,9/14/2011,,,,,,,,,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01458,13.32,9/19/2011,257.50,2105.29,53.936,,145.223,16.250,603.434,60.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01461,13.32,9/19/2011,262.50,2085.68,67.167,,51.940,5.250,,,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01465,13.30,9/26/2011,65.00,1780.75,75.909,,,,,,,,GA,007,25,ITM,KAL,
01465,13.30,9/26/2011,194.00,1780.75,252.224,,,,,,,,GA,007,25,ITM,KAL,
01473,13.26,10/10/2011,254.00,2013.70,68.620,,,,,,,,INDUS,009,32,CQ,KAL,CCQ
01476,13.24,10/18/2011,255.50,2061.36,57.112,,262.293,27.500,155.333,14.250,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01479,13.24,10/19/2011,262.50,2154.97,42.903,,10.429,1.500,347.907,45.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01493,13.11,12/5/2011,264.00,2080.88,103.256,,367.107,23.500,677.890,40.250,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01502,12.99,1/17/2012,263.01,1942.13,171.367,,,,,,,,INDUS,009,37,MQU,KAL,
01525,12.37,2/20/2012,122.00,865.98,49.814,,,,,,,,GA,002,8,DAF,KAL,
01549,12.69,5/7/2012,160.00,1243.04,28.537,,,,186.988,22.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01551,12.69,5/7/2012,252.50,2002.45,42.354,,24.932,3.500,136.361,16.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01552,12.69,5/7/2012,240.50,1956.05,37.684,,11.570,1.750,226.547,31.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01553,12.69,5/7/2012,259.00,2103.79,42.695,,12.272,1.750,425.998,54.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01556,8.77,4/4/2016,264.00,1298.13,378.340,,,,,,,,GA,002,4,DAF,KAL,
01561,12.62,5/30/2012,263.00,2183.40,53.369,,29.992,3.500,603.286,64.250,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01575,11.94,2/4/2013,200.50,1484.76,33.242,,10.599,1.500,104.121,13.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01579,12.55,6/25/2012,264.00,1962.54,65.992,,,,,,,,INDUS,009,32,CQ,KAL,CCQ
01590,11.82,7/5/2012,87.50,541.25,30.184,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01595,4.18,10/30/2020,220.00,2062.94,53.278,,,,,,,,INDUS,009,32,CQ,KAL,
01595,4.18,10/30/2020,44.00,2062.94,11.186,,,,,,,,INDUS,009,32,CQ,KAL,
01600,12.42,8/13/2012,264.00,2201.42,58.160,,205.801,22.500,933.148,90.000,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01615,11.98,1/21/2013,258.00,2075.87,41.064,,20.460,3.000,308.100,40.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01619,11.98,1/21/2013,258.50,2121.02,40.889,,30.450,4.500,350.143,46.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01620,11.97,1/22/2013,262.00,2191.88,44.435,,162.316,22.500,760.740,94.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01625,12.35,9/7/2012,16.00,2162.12,7.515,,,,,,,,INDUS,011,28,MQU,KAL,MOI
01625,12.35,9/7/2012,242.00,2162.12,123.759,,,,,,,,INDUS,009,33,MQU,KAL,
01634,11.98,1/21/2013,259.00,2028.20,80.608,,122.926,9.250,,,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01655,11.98,1/21/2013,246.00,1898.89,98.023,,47.744,3.250,113.326,6.750,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01660,11.97,1/23/2013,219.00,2026.53,53.062,,46.983,4.500,,,,,INDUS,009,32,FABRIQUANT,KAL,CCQ
01660,11.97,1/23/2013,44.00,2026.53,11.186,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01671,11.90,2/18/2013,254.00,2046.34,39.903,,18.376,2.750,236.344,31.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01672,11.90,2/18/2013,180.00,1287.68,27.406,,,,33.825,4.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01681,11.90,2/18/2013,61.50,1860.52,37.118,,,,,,,,GA,007,25,ITM,KAL,
01681,11.90,2/18/2013,187.50,1860.52,125.314,,,,,,,,GA,007,25,ITM,KAL,
01690,11.89,2/21/2013,259.00,2086.10,47.680,,11.880,1.500,400.912,46.250,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01706,5.77,4/2/2019,256.50,2038.24,37.263,,10.805,1.750,319.811,47.000,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01706,5.77,4/2/2019,,2038.24,,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01708,11.78,4/1/2013,264.00,2202.00,164.372,,,,,,,,INDUS,004,18,LOGISTIQUE,KAL,MAG
01710,8.77,4/4/2016,173.00,1263.61,23.699,,18.038,3.000,165.741,26.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01710,8.77,4/4/2016,,1263.61,,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01712,8.77,4/4/2016,258.00,2039.65,41.178,,,,275.486,37.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01712,8.77,4/4/2016,,2039.65,,,,,,,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01715,11.78,4/1/2013,264.00,1246.85,159.560,,,,,,,,GA,008,19,GRH,KAL,RH
01731,10.76,4/29/2013,1.50,,0.252,,,,,,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01737,11.71,4/29/2013,242.00,1897.25,63.931,,217.477,19.500,432.045,35.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01742,11.69,5/6/2013,253.00,2006.05,36.795,,9.220,1.500,148.787,22.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01743,11.69,5/6/2013,264.00,2183.96,72.244,,86.196,7.750,592.066,46.750,,,INDUS,004,15,WAREHOUSE,KAL,MAG
01745,11.68,5/7/2013,230.50,1736.34,33.821,,96.415,16.000,211.426,30.700,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01748,11.11,7/23/2013,172.00,1279.17,22.094,,34.457,6.250,136.999,23.000,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01753,11.65,5/21/2013,257.00,1995.94,62.785,,,,167.008,14.000,,,INDUS,004,15,WAREHOUSE,KAL,
01765,9.28,9/28/2015,260.00,2025.87,121.617,,,,,,,,INDUS,004,14,LOGISTIQUE,KAL,
01770,11.58,6/13/2013,256.00,1957.32,48.618,,15.938,2.000,83.136,9.750,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01780,11.55,6/26/2013,220.50,1542.23,66.085,,31.373,2.750,,,,,INDUS,009,32,CQ,KAL,ANA
01793,11.51,7/10/2013,264.00,9.00,46.060,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
01796,11.45,8/1/2013,260.50,2117.37,105.899,,,,,,,,INDUS,004,18,LOGISTIQUE,KAL,
01810,11.37,8/29/2013,263.00,2147.73,68.692,,,,1289.712,105.500,,,INDUS,004,15,WAREHOUSE,KAL,MAG
01814,11.36,9/2/2013,264.00,2207.12,82.840,,121.335,9.000,834.550,56.250,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01816,11.36,9/2/2013,263.00,2152.01,39.003,,9.408,1.500,275.156,39.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01823,11.32,9/16/2013,262.00,2027.93,40.875,,18.382,2.750,,,,,INDUS,011,28,DIR-INDUS,KAL,MOD
01832,11.23,10/21/2013,252.00,1841.51,54.136,,,,,,,,INDUS,011,28,DIR-INDUS,KAL,MOI
01833,11.23,10/21/2013,209.00,1643.69,92.854,,987.956,53.000,1272.830,59.500,,,INDUS,011,28,FABRIQUANT,KAL,MOD
01836,11.23,10/21/2013,264.00,2003.96,180.404,,,,,,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01850,10.78,10/21/2013,154.00,1035.00,91.116,,,,,,,,FOE,013,9,LINE_08,LAC,VISIT-MEDI
01853,11.21,10/28/2013,264.00,1977.50,197.060,,,,,,,,FOE,013,9,LINE_14,LAC,DELEGUE
01859,11.17,11/11/2013,66.00,1862.99,46.554,,,,347.640,10.500,,,GA,007,25,ITM,KAL,
01859,11.17,11/11/2013,198.00,1862.99,157.254,,,,,,,,GA,007,25,ITM,KAL,
01868,10.99,1/15/2014,247.50,1927.80,42.096,,23.671,3.250,195.712,24.500,,,INDUS,011,28,COND-IIAIR,KAL,MOD
01869,10.88,1/15/2014,242.00,1722.96,194.827,,,,,,,,INDUS,009,32,CQ,KAL,
01871,10.99,1/16/2014,264.00,2117.00,410.672,,,,,,,,GA,008,19,GRH,KAL,MANAGER
01882,9.90,2/17/2015,216.00,1623.28,268.595,,,,,,,,RD,005,11,DEVAMM,KAL,
01895,10.80,3/24/2014,264.00,2046.36,66.108,,,,,,,,GA,001,1,DG,LAC,
01900,10.69,5/5/2014,66.00,1374.33,29.016,,,,144.449,7.000,,,GA,007,25,ITM,KAL,
01900,10.69,5/5/2014,198.00,1374.33,104.360,,,,,,,,GA,007,25,ITM,KAL,
01937,10.40,8/18/2014,264.00,2099.00,652.444,,,,,,,,GA,007,25,ITM,KAL,DIRECTEUR
01939,10.28,8/19/2014,171.00,1293.50,91.275,,,,,,,,FOE,013,9,LINE_08,LAC,VISIT-MEDI
01952,10.05,12/22/2014,264.00,1592.10,181.164,,,,,,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01958,9.99,1/15/2015,259.00,1941.50,155.142,,,,,,,,FOE,013,9,LINE_01,LAC,DELEGUE
01978,9.76,4/8/2015,264.00,2004.50,154.120,,,,,,,,FOE,013,9,LINE_07,LAC,DELEGUE
01981,9.65,5/18/2015,264.00,2075.38,171.548,,,,,,,,GA,002,5,DAF,KAL,
01987,9.59,6/8/2015,263.50,2049.83,154.929,,,,,,,,INDUS,011,30,MNT,KAL,MAINT-MOI
01989,9.59,6/8/2015,264.00,2031.83,106.724,,15.291,1.000,708.056,37.750,,,INDUS,009,32,CQ,KAL,ANA
02096,8.73,4/18/2016,263.00,2023.69,230.926,,,,,,,,INDUS,009,35,CQ,KAL,
02100,8.69,5/2/2016,264.00,2373.14,92.792,,353.822,25.150,815.711,50.170,,,INDUS,011,30,MNT,KAL,MAINT-MOI
02125,8.44,8/1/2016,251.00,1915.89,125.429,,85.400,4.000,491.753,21.250,,,INDUS,011,28,FABRIQUANT,KAL,MOD
02139,7.73,10/3/2016,110.00,672.50,50.513,,,,,,,,FOE,013,9,LINE_02,LAC,VISIT-MEDI
02141,8.27,10/3/2016,264.00,1950.50,206.884,,,,,,,,FOE,013,9,LINE_08,LAC,VISIT-MEDI
02141,8.27,10/3/2016,,1950.50,,,,,,,,,FOE,013,9,LINE_08,LAC,SUP-MEDICA
02154,8.21,10/24/2016,264.00,2225.94,95.000,,1667.077,109.500,2066.936,120.000,,,INDUS,009,32,CQ,KAL,ANA
02155,8.21,10/25/2016,264.00,2004.50,210.276,,,,,,,,FOE,013,9,LINE_04,LAC,VISIT-MEDI
02161,7.24,12/1/2016,34.00,180.00,17.802,,,,,,,,FOE,013,9,LINE_06,LAC,DELEGUE
02174,7.94,1/30/2017,220.00,1724.68,33.957,,,,53.152,7.750,,,INDUS,011,28,COND-IIAIR,KAL,MOD
02213,7.62,5/25/2017,198.00,1648.16,32.322,,30.580,4.500,93.195,12.000,,,INDUS,004,15,WAREHOUSE,KAL,MAG
02223,7.55,6/21/2017,,,,,,,,,,,FOE,013,9,LINE_04,LAC,
02225,7.52,7/3/2017,264.00,1393.86,324.780,,,,,,,,RD,006,27,AFF-REG,LAC,
02244,6.74,4/11/2018,244.00,1937.06,36.329,,21.982,3.500,168.001,24.750,,,INDUS,011,28,DIR-INDUS,KAL,MOI
02250,7.36,8/29/2017,263.00,2174.87,51.608,,61.654,8.000,371.913,41.250,,,INDUS,004,15,WAREHOUSE,KAL,MAG
02264,6.00,1/7/2019,254.00,1987.84,35.286,,,,,,,,INDUS,011,31,EHS,KAL,EHS-MOI
02268,8.97,1/19/2016,130.00,2045.50,147.622,,,,,,,,SHO,013,24,LINE_05,LAC,
02268,8.97,1/19/2016,132.00,2045.50,161.412,,,,,,,,FOE,013,9,LINE_05,LAC,
